State	Date	Action Taken
New Mexico	2020/8/31	 Health Secretary Kathyleen Kunklel extended the state’s stay-at-home public health order and Gov. Michelle Lujan Grisham (D) extended and revised the state’s emergency executive order. Both orders are effective from Aug. 29 through Sept. 18. Under the revised emergency order, indoor dining services will be permitted at restaurants and bars at 25% capacity. Church gathering capacity will be increased from 25% to 40%, and other gatherings of up to 10 people will be allowed. Museums with static (non-interactive) displays will also be able to resume operations.
New Mexico	2020/9/4	 Gov. Michelle Lujan Grisham (D) announced travelers from states with a positivity rate under 5% do not have to self-quarantine, effective Sept. 4. Lujan Grisham also said hotels that have been safe-certified will be able to expand their maximum occupancy to 75%.
New Mexico	2020/9/21	 Health Secretary Kathyleen Kunkel extended the state’s stay-at-home order through Oct. 16.
New Mexico	2020/9/23	 Gov. Michelle Lujan Grisham (D) added Colorado, Oregon, and Rhode Island to the list of high-risk states. She moved Michigan and Hawaii to the low-risk classification. Individuals arriving from high-risk states are required to self-quarantine for 14 days.
New Mexico	2020/10/14	 Gov. Michelle Lujan Grisham (D) announced she will add additional restrictions to the state’s public health order starting Oct. 16. Bars and restaurants that serve alcohol will have to close by 10 p.m. every evening, and gatherings will be limited to a maximum of five individuals. Travelers from states with COVID-19 positivity rates exceeding 5% will not be able to avoid New Mexico’s 14-day self-quarantine requirement by presenting a recent negative coronavirus test.
New Mexico	2020/10/16	 Gov. Michelle Lujan Grisham (D) added additional restrictions to the state’s public health order, effective Oct. 16. Bars and restaurants that serve alcohol have to close by 10 p.m. every evening, and gatherings are limited to a maximum of five individuals. Travelers from states with COVID-19 positivity rates exceeding 5% can no longer present a recent negative coronavirus test to avoid New Mexico’s 14-day self-quarantine requirement. Health Secretary Kathyleen Kunkel extended the state’s stay-at-home order through Nov. 13.
New Mexico	2020/10/23	 Gov. Michelle Lujan Grisham (D) amended the state’s coronavirus emergency order. The new order requires restaurants to complete the state’s Safe Certification training program no later than Oct. 30 if they wish to continue offering indoor dining at 25% capacity beyond that date. Restaurants that do not complete the certification will still be able to offer outdoor service at 75% capacity. The order also requires retail establishments to close by 10 p.m. every night and shuts down state museums and historical sites.
New Mexico	2020/11/17	 Gov. Michelle Lujan Grisham (D) issued a statewide order Nov. 13 requiring nonessential businesses to stop all in-person activity, effective Nov. 16-30. Restaurants are limited to delivery and curbside pickup. Religious services and state-defined essential retail spaces are not allowed to exceed the lesser of 25 percent occupancy or 75 total individuals. Gatherings of up to 5 people from different households are still allowed. For a full list of restrictions on business and individual activities, click here to view Lujan Grisham’s full executive order.
New Mexico	2020/11/24	 Gov. Michelle Lujan Grisham (D) released Thanksgiving guidance and alternatives to traditional holiday activities that comply with state health orders.
New Mexico	2020/11/30	 Gov. Michelle Lujan Grisham (D) announced the state will begin reopening from its Nov. 16-30 reset under a county-by-county color-coded reopening phase structure starting Dec. 2. At the time of the announcement, 32 of the state’s 33 counties were in the red phase, which prohibits indoor dining, limits gatherings to five people, and limits religious services to 25% capacity.
New Mexico	2020/12/2	 The state is reopening from its Nov. 16-30 reset under a phased, county-by-county plan starting Dec. 2. At the time of the framework’s announcement, 32 of the state’s 33 counties were in the red phase, which prohibits indoor dining, limits gatherings to five people, and limits religious services to 25% capacity.
New Mexico	2020/12/17	 The Department of Health announced all 33 counties are in the Red Level for the two week period from Dec. 16-30. Previously, 32 counties were in the Red Level from Dec. 2-16. San Miguel County county was in the Yellow Level.
New Mexico	2020/12/23	 Gov. Michelle Lujan Grisham (D) released holiday guidance and suggested alternatives to traditional activities that comply with state health orders.
New Mexico	2021/1/28	 Gov. Michelle Lujan Grisham (D) announced 25 countries will have Red Level restrictions, seven will be Yellow Level, and one will be Green Level for the two-week period starting Jan. 27. In the previous period, 31 counties were Red Level, one was Yellow, and one was Green.
New Mexico	2021/2/8	 Gov. Michelle Lujan Grisham (D) extended the state’s coronavirus emergency order through March 5.
New Mexico	2021/3/4	 Gov. Michelle Lujan Grisham (D) signed SB 1 and SB 3, which she said will provide coronavirus aid to businesses and individuals. The package includes $600 tax rebates to state-defined frontline and low-wage workers, $200 million for small business grants, $500 million for small business loans, and a four-month tax holiday for some food and beverage businesses. To learn more about the package, click here.
New Mexico	2021/3/8	 Gov. Michelle Lujan Grisham (D) extended the state’s coronavirus emergency order until April 2.
New Mexico	2021/3/11	 Gov. Michelle Lujan Grisham (D) announced one county will have Red Level restrictions, 18 will be Yellow, seven will be Green, and seven will be Turquoise for the two-week period starting March 10. In the previous period, four counties were Red Level, 19 were Yellow, six were Green, and four were Turquoise.
New Mexico	2021/3/25	 Gov. Michelle Lujan Grisham (D) announced 10 counties have Yellow Level restrictions, 10 are Green, and 13 are Turquoise for the two-week period starting March 24. No counties are in the Red Level. In the previous period, one county was Red Level, 18 were Yellow, seven were Green, and seven were Turquoise.
New Mexico	2021/4/6	 Gov. Michelle Lujan Grisham (D) extended the state’s coronavirus emergency order through April 30.
New Mexico	2021/5/6	 Gov. Michelle Lujan Grisham (D) announced one county has Yellow Level restrictions, two are Green, and 30 are Turquoise for the two-week period starting May 5. No counties are in the Red Level. In the previous period, three counties were Yellow Level, six were Green, and 24 were Turquoise.
New Mexico	2021/5/17	 Gov. Michelle Lujan Grisham (D) announced fully vaccinated individuals do not have to wear masks in most indoor public settings.
New Mexico	2021/6/2	 On June 1, Gov. Michelle Lujan Grisham (D) announced a vaccination incentive program, Vax 2 the Max, that would allow vaccinated New Mexico residents to enter into a lottery for cash prizes. Four participants will win $250,000 in each of the five weekly drawings and one participant will win $5,000,000 in the final statewide drawing.
New Mexico	2021/6/3	 On June 2, Gov. Michelle Lujan Grisham (D) announced all counties in the state were at the least restrictive, “Turquoise,” COVID-19 regulation level. This lets counties allow higher maximum capacities in certain businesses and higher gathering limits.
